,NID,Code,State,Error line,Error
1837,d0687619,"list=[]
for i in range(4):
    num=input("""")
    list.append(num)
if int(list[1])- int(list[0])== int(list[2])-int(list[1]):
    print(int(list[3])+int(list[1])-int(list[0]))
else:
    n=int(list[3])*int(list[1])/int(list[0])
    print(int(n))",Runtime Error,-1,
1838,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])
d=int(num[2]/num[1])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1839,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])
d=int(num[2]/num[1])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1840,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])
d=int(num[2]/num[1])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1841,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1842,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1843,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1844,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1845,d0747371,"num = list(map(int,input().split(4)))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1846,d0747371,"num = list(map(int,input().split(4)))

a=num[1]-num[0]
b=num[2]-num[1]
c=int(num[1]/num[0])

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1847,d0747371,"num = list(map(int,input().split(4)))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]/num[0]

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1848,d0747371,"num = set(map(int,input().split()))
a=num[2]-num[1]
b=num[1]-num[0]
c=num[1]/num[0]
if a==b:
    print(num[2]+a)
else:
    print(num[2]*c)",Runtime Error,-1,
1849,d0747371,"num = set(map(int,input().split()))
a=num[2]-num[1]
b=num[1]-num[0]
c=num[1]/num[0]
if a==b:
    print(num[2]+a)
else:
    print(num[2]*c)",Runtime Error,-1,
1850,d0747371,"num = set(map(int,input().split()))
a=num[2]-num[1]
b=num[1]-num[0]
c=num[1]/num[0]
if a==b:
    print(num[2]+a)
else:
    print(num[2]*c)",Runtime Error,-1,
1851,d0747371,"num = set(map(int,input().split()))
a=num[2]-num[1]
b=num[1]-num[0]
c=num[1]/num[0]
if a==b:
    print(num[2]+a)
else:
    print(num[2]*c)",Runtime Error,-1,
1852,d0747371,"num = set(map(int,input().split()))
a=num[2]-num[1]
b=num[1]-num[0]
c=num[1]/num[0]
if a==b:
    print(num[2]+a)
else:
    print(num[2]*c)",Runtime Error,-1,
1853,d0747371,"num = list(map(int,input().split()))
a=num[2]-num[1]
b=num[1]-num[0]
c=num[1]/num[0]
if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1854,d0747371,"num = list(map(int,input().split()))
a=num[2]-num[1]
b=num[1]-num[0]
c=num[1]/num[0]
if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1855,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]/num[0]

if a==b:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1856,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]/num[0]
d=num[3]+a
e=num[3]*c
if a==b:
    print(d)
else:
    print(e)",Runtime Error,-1,
1857,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]

if c=True:
    print(num[3]+a)
else:
    print(num[3]*c)",Compile Error,9,SyntaxError: invalid syntax
1858,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]

if c:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1859,d0747371,"num = tuple(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]

if c:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1860,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]

if c:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1861,d0747371,"num = list(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]

if c:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1862,d0747371,"num = tuple(map(int,input().split()))

a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]

if c:
    print(num[3]+a)
else:
    print(num[3]*c)",Runtime Error,-1,
1863,d0747371,"num = tuple(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=int(num[1]/num[0])

if c:
    print(num[3]+a)
else:
    print(num[3]*d)",Runtime Error,-1,
1864,d0747371,"num = tuple(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=int(num[1]/num[0])

if c:
    print(num[3]+a)
else:
    print(num[3]*d)",Runtime Error,-1,
1865,d0747371,"num = tuple(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=int(num[1]/num[0])

if c:
    print(num[3]+a)
else:
    print(num[3]*d)",Runtime Error,-1,
1866,d0747371,"num = tuple(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=int(num[1]/num[0])

if c:
    print(num[3]+a)
else:
    print(num[3]*d)",Runtime Error,-1,
1867,d0747371,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]
e=num[2]/num[1]
f=num[2]/num[1]==num[1]/num[0]
if num[1]-num[0]==num[2]-num[1]:
    print(num[3]+a)
elif num[2]/num[1]==num[1]/num[0]:
    print(num[3]*e)",Runtime Error,-1,
1868,d0747371,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]-num[0]==num[2]-num[1]

d=num[1]/num[0]
e=num[2]/num[1]
f=num[2]/num[1]==num[1]/num[0]
if num[1]-num[0]==num[2]-num[1]:
    print(num[3]+a)
elif num[2]/num[1]==num[1]/num[0]:
    print(int(num[3]*e))",Runtime Error,-1,
1869,d0747371,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]

d=num[1]/num[0]
e=num[2]/num[1]

if num[1]-num[0]==num[2]-num[1]:
    print(num[3]+a)
elif num[2]/num[1]==num[1]/num[0]:
    print(int(num[3]*e))",Runtime Error,-1,
1870,d0651566,"a= list(map(int,input().split()))
f=a[1] - a[0]
e= a[2]- a[1]
w=a[1]/a[0]
q=a[2]/a[1]
if f==e:
    b=a[3]+f
    print(b)
else:
    d=w*a[3]
    print(d)",Runtime Error,-1,
1871,d0651566,"a= list(map(int,input().split()))
f=a[1] - a[0]
e= a[2]- a[1]
w=a[1]/a[0]
q=a[2]/a[1]
if f==e:
    b=a[3]+f
    print(b)
else:
    d=w*a[3]
    print(int(d))",Runtime Error,-1,
1872,d0882236,"num=list(map(int,input().split()))
if(num[3]-num[2]=num[2]-num[1]):
  print(num[3]*2-num[2])
else:
    print(int(num[3]**2/num[2]))",Compile Error,2,SyntaxError: invalid syntax
1873,d0547376,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]/num[0]
d=num[2]/num[1]
if a==b:
    e=num[3]+a
    print(e)
if c==d:
    e=num[3]*c
    print(int(e))",Runtime Error,-1,
1874,d0547376,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=num[1]/num[0]
d=num[2]/num[1]
if a==b:
    num.append(num[3]+a)
    print(num[4])
if c==d:
    num.append(int(num[3]*c))
    print(num[4])",Runtime Error,-1,
1875,d0547376,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=1
if num[0]!=0:
    c=num[1]/num[0]
    d=num[2]/num[1]
if a==b:
    num.append(num[3]+a)
    print(num[4])
if c==d:
    num.append(int(num[3]*c))
    print(num[4])",Runtime Error,-1,
1876,d0547376,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=1
if num[0]!=0:
    c=num[1]/num[0]
    d=num[2]/num[1]
if a==b:
    num.append(num[3]+a)
    print(num[4])
if c==d:
    num.append(int(num[3]*d))
    print(num[4])",Runtime Error,-1,
1877,d0547376,"num = list(map(int,input().split()))
a=num[1]-num[0]
b=num[2]-num[1]
c=1
if num[0]!=0:
    c=num[1]/num[0]
    d=num[2]/num[1]
if a==b:
    num.append(num[3]+a)
    print(num[4])
if c==d:
    num.append(int(num[3]*d))
    print(num[4])",Runtime Error,-1,
1878,d0713052,"num=list()
for i in range(4):
    num.append(int(input("""")))
if (num[1]-num[0]==num[3]-num[2]):
    print(num[3]+num[1]-num[0])
elif (num[1]/num[0]==num[3]/num[2]):
    print(int(num[3]*(num[1]/num[0])))",Runtime Error,-1,
1879,d0536475,"num = list(map(int,input().split()))
num.append(int(input()))
print(num[4])",Runtime Error,-1,
1880,d0536475,"num1 = list(map(int,input().split()))
num2=list(map(int,input().split()))
num1.insert(4,int(32))
num2.insert(4,int(10))
print(num1)
print(num2)",Runtime Error,-1,
1881,d0536475,"num1 = list(map(int,input().split()))
num2=list(map(int,input().split()))
num1.insert(4,int(32))
num2.insert(4,int(10))
print(num1[4])
print(num2[4])",Runtime Error,-1,
1882,d0536475,"num1=list(map(int,input().split()))
num2=list(map(int,input().split()))
num1.insert(4,int(32))
num2.insert(4,int(10))
print(num1[4])
print(num2[4])",Runtime Error,-1,
1883,d0536475,"num = list(map(int,input().split()))
if(num[1]/num[0]==num[3]/num[2]):
    denbi=num[1]/num[0]  #等比
    print(int(num[3]*denbi))
elif(num[1]-num[0]==num[3]-num[2]):
    dencha=num[1]-num[0] #等差
    print(int(num[3]+dencha))",Runtime Error,-1,
1884,d0536475,"num = list(map(int,input().split()))
if(int(num[1]/num[0])==int(num[3]/num[2])):
    denbi=int(num[1]/num[0])  #等比
    print(int(num[3]*denbi))
elif int(num[1]-num[0])==int(num[3]-num[2]):
    dencha=int(num[1]-num[0]) #等差
    print(int(num[3]+dencha))",Runtime Error,-1,
1885,d0536475,"num = list(map(int,input().split()))
if(int(num[1]/num[0])==int(num[3]/num[2])):
    denbi=int(num[1]/num[0])
    print(int(num[3]*denbi))
elif int(num[1]-num[0])==int(num[3]-num[2]):
    dencha=int(num[1]-num[0])
    print(int(num[3]+dencha))",Runtime Error,-1,
1886,d0536475,"num = list(map(int,input().split()))
if(int(num[1]/num[0])==int(num[3]/num[2])):
    denbi=int(num[1]/num[0])  
    print(str(num[3]*denbi))
elif int(num[1]-num[0])==int(num[3]-num[2]):
    dencha=int(num[1]-num[0]) 
    print(str(num[3]+dencha))",Runtime Error,-1,
1887,d0536475,"num = list(map(int,input().split()))
if num[1]-num[0]==num[3]-num[2]:
   dencha=int(num[3]-num[2]) 
   print(num[3]+dencha)
elif 0 not in num:
   denbi=int(num[3]/num[2])  
   print(num[3]*denbi)
　　　　　break",Compile Error,8,SyntaxError: invalid character in identifier
1888,d0536475,"num = list(map(int,input().split()))
if num[1]/num[0]==num[3]/num[2]:
   dencha=int(num[3]/num[2]) 
   print(num[3]*dencha)
   if  0 in num:
       break
else:
   denbi=int(num[3]-num[2])  
   print(num[3]+denbi)",Compile Error,6,SyntaxError: 'break' outside loop
1889,d0617735,"num = list(map(int,input().split()))
if(int(num[1]/num[0])==int(num[3]/num[2])):
	denbi=int(num[1]/num[0]) #等比
	print(str(num[3]*denbi))
elif int(num[1]-num[0])==int(num[3]-num[2]):
	dencha=int(num[1]-num[0]) #等差
	print(str(num[3]+dencha))",Runtime Error,-1,
1890,d0617735,"num = list(map(int,input().split()))
if(int(num[1]/num[0]) == int(num[3]/num[2])):
	denbi=int(num[1]/num[0]) #等比
	print(str(num[3]*denbi))",Runtime Error,-1,
1891,d0617735,"num = list(map(int,input().split()))
if(int(num[1]/num[0]) == int(num[3]/num[2])):
	denbi=int(num[1]/num[0]) #等比
	print(str(num[3]*denbi))
elif (int(num[1]-num[0])==int(num[3]-num[2])):
	dencha=int(num[1]-num[0]) #等差
	print(str(num[3]+dencha))",Runtime Error,-1,
1892,d0617735,"num = list(map(int,input().split()))
if(int(num[1]/num[0]) == int(num[3]/num[2])):
	denbi=int(num[1]/num[0]) #等比
	print(str(num[3]*denbi))
elif (int(num[1]-num[0])==int(num[3]-num[2])):
	dencha=int(num[1]-num[0]) #等差
	print(str(num[3]+dencha))
else:
	print("""")",Runtime Error,-1,
1893,d0856983,"list1=[]
for a in range(4):
    list1.append(int(input()))
if list1[0]*list1[3]==list1[1]*list1[2]:
    list1.append(int(list1[3]*list1[3]/list1[2]))
if list1[0]+list1[3]==list1[1]+list1[2]:
    list1.append(int(list1[3]+list1[3]-list1[2]))
print(list1[4])",Runtime Error,-1,
1894,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == 0 and a[2]/a[1] == 0:
    print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1895,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1896,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1897,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1898,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1899,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1900,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1901,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1902,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1903,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print(b)
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1904,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1905,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1906,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
      break
if a[1]-a[0] == a[3]-a[2]:
    print(a[3]+a[2]-a[1])
      break",Compile Error,5,IndentationError
1907,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
                break
if a[1]-a[0] == a[3]-a[2]:
    print(a[3]+a[2]-a[1])
                     break",Compile Error,5,IndentationError
1908,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
    print(a[3]+a[2]-a[1])",Runtime Error,-1,
1909,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]//a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1910,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
    print(a[3]+a[2]-a[1])",Runtime Error,-1,
1911,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
    print('a[3]+a[2]-a[1]')",Runtime Error,-1,
1912,d0887303,"a = list(map(int,input().split()))
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
    print(''a[3]+a[2]-a[1])",Compile Error,6,SyntaxError: invalid syntax
1913,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
    print(a[3]+a[2]-a[1])",Runtime Error,-1,
1914,d0887303,"a = list(map(int,input().split()))
a.sort()
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]//a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1915,d0887303,"a = list(map(int,input().split()))
a.sort()
if a[1]%a[0] == 0 and a[2]%a[1] == 0:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1916,d0887303,"a = list(map(int,input().split()))
a.sort()
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1917,d0887303,"b = input()
a = b.split(' ')
a.sort()
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1918,d0887303,"b = input()
a = b.split(' ')
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1919,d0887303,"a = list(map(int,input().split()))
a.sort()
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1920,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])
if a[0]/a[1] == a[2]/a[3]:
    print('{:.0f}'.format(a[3]*a[2]/a[1]))",Runtime Error,-1,
1921,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1] or a[0]/a[1] == a[2]/a[3]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1922,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1] or a[0]/a[1] == a[2]/a[3]:
    b = a[3]*a[2]/a[1]
    print('{:.0f}'.format(b))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1923,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1] or a[0]/a[1] == a[2]/a[3]:
    print('{:.0f}'.format(a[3]*a[2]/a[1]))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1924,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    print('{:.0f}'.format(a[3]*a[2]/a[1]))
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1925,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 1:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1926,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 2:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1927,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 3:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1928,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 4:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1929,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 5:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1930,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 6:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1931,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 7:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1932,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 8:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1933,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    if b > 100:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1934,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    c = a[2]/a[1]
    if  c > 1:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1935,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    c = a[2]/a[1]
    if  c >= 1:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1936,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    c = a[2]/a[1]
    if  c >= 1:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1937,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    c = a[2]/a[1]
    if  c >= 1:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
1938,d0887303,"a = list(map(int,input().split()))
if a[1]/a[0] == a[2]/a[1]:
    b = a[3]*a[2]/a[1]
    c = a[2]/a[1]
    if  c >= 1:
        print('{:.0f}'.format(a[3]*a[2]/a[1]))
    else:
        print(a[3]*a[2]/a[1])
if a[1]-a[0] == a[3]-a[2]:
        print(a[3]+a[2]-a[1])",Runtime Error,-1,
